,Outlet,Compound Score,Negative Score,Neutral Score,Positive Score,Tweet Text,Tweet Date,Tweet Number
0,@nytimes,0.0,0.0,1.0,0.0,A panel of federal judges that deemed North Carolina’s congressional maps to be unconstitutionally gerrymandered ru… https://t.co/sDqU7xJrv2,Wed Sep 05 02:17:01 +0000 2018,1
1,@nytimes,0.4939,0.0,0.856,0.144,RT @AsteadWesley: Your friendly reminder that Ayanna Pressley will now become first minority to ever represent Massachusetts in the House..…,Wed Sep 05 02:02:04 +0000 2018,2
2,@nytimes,0.0,0.0,1.0,0.0,See full results and maps from the Massachusetts primaries https://t.co/03HtSlhAkS,Wed Sep 05 01:52:00 +0000 2018,3
3,@nytimes,0.743,0.0,0.704,0.296,"The Times profiled Ayanna Pressley this weekend, before her primary win tonight. She promised “activist leadership”… https://t.co/fHLNICatvq",Wed Sep 05 01:43:00 +0000 2018,4
4,@nytimes,0.2732,0.112,0.73,0.159,"Breaking News: In a major primary upset, Ayanna Pressley won her insurgent House bid in Massachusetts after the Dem… https://t.co/K6ocIzx4aU",Wed Sep 05 01:34:34 +0000 2018,5
5,@nytimes,0.3818,0.0,0.88,0.12,"RT @PamelaPaulNYT: ""Brennan-Jobs is a deeply gifted writer."" The New York Times Book Review on Lisa Brennan-Jobs's stunning new memoir, SMA…",Wed Sep 05 01:22:03 +0000 2018,6
6,@nytimes,0.0,0.0,1.0,0.0,Massachusetts primary election live results https://t.co/WJPkWapDPE,Wed Sep 05 01:12:05 +0000 2018,7
7,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/LzP8EnyN36,Wed Sep 05 01:02:02 +0000 2018,8
8,@nytimes,0.7717,0.0,0.729,0.271,"In Opinion

In an op-ed video, Disneyland employees explain why they love working at the amusement park and resort… https://t.co/GWxBL9IlAd",Wed Sep 05 00:47:04 +0000 2018,9
9,@nytimes,0.4939,0.0,0.882,0.118,"RT @nytclimate: “At 10:51 p.m. the heat index was 95 — that’s pretty incredible. That’s a hot heat index in the middle of the summer, in th…",Wed Sep 05 00:31:03 +0000 2018,10
10,@nytimes,0.0,0.0,1.0,0.0,First election results are coming in from the Massachusetts primary. Follow the vote here. https://t.co/WZbhfmaxMW,Wed Sep 05 00:13:45 +0000 2018,11
11,@nytimes,0.2023,0.0,0.843,0.157,Amazon has a plan to reach 500 million potential users in India: speak to them in Hindi https://t.co/lv7pL1PkSj,Wed Sep 05 00:02:01 +0000 2018,12
12,@nytimes,0.5106,0.0,0.852,0.148,"RT @nytimesbusiness: When Nike announced that Colin Kaepernick would be part of a major advertising campaign, some people cheered. Others b…",Tue Sep 04 23:47:03 +0000 2018,13
13,@nytimes,0.0,0.0,1.0,0.0,"In the latest Diary of a Song, the artists Sheck Wes, 16yrold and Take A Daytrip show us how their hit “Mo Bamba” w… https://t.co/bkLxufvhWa",Tue Sep 04 23:40:00 +0000 2018,14
14,@nytimes,-0.7845,0.257,0.743,0.0,"The river that has nourished them for thousands of years is struggling. At the same time, the opioid crisis is grip… https://t.co/qm3kuM9nOk",Tue Sep 04 23:32:04 +0000 2018,15
15,@nytimes,-0.4939,0.138,0.862,0.0,"RT @nytvideo: ""You're out of order."" Judge Brett Kavanaugh’s first day of confirmation hearings got off to a chaotic start. Here’s a quick…",Tue Sep 04 23:17:03 +0000 2018,16
16,@nytimes,0.6486,0.0,0.751,0.249,The special counsel will accept written answers from President Trump on questions about whether his campaign conspi… https://t.co/zGyj4agJDg,Tue Sep 04 23:02:06 +0000 2018,17
17,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/BA5buXMbWx,Tue Sep 04 22:47:02 +0000 2018,18
18,@nytimes,0.25,0.167,0.593,0.241,"No matter how old or out of shape you are, you can restore much of the strength you already lost https://t.co/PU8q6dCsTX",Tue Sep 04 22:32:03 +0000 2018,19
19,@nytimes,0.0,0.0,1.0,0.0,RT @nytmike: The tone of the letter and the fact that it did not ask for responses on obstruction prompted some Trump allies to conclude th…,Tue Sep 04 22:17:01 +0000 2018,20
20,@nytimes,0.7096,0.0,0.688,0.312,"The best TV shows and movies new to Netflix, Amazon and more in September https://t.co/pHGlAMYDde",Tue Sep 04 22:03:04 +0000 2018,21
21,@nytimes,0.128,0.108,0.763,0.129,"""You have fights, people jumping off the boat. It’s a drinking crowd, and when someone dares his friend to jump off… https://t.co/TAB1L789dn",Tue Sep 04 21:47:03 +0000 2018,22
22,@nytimes,-0.3265,0.149,0.766,0.085,President Trump so alarmed defense secretary Jim Mattis during a discussion of the nuclear standoff with North Kore… https://t.co/6m5nPjf6It,Tue Sep 04 21:38:05 +0000 2018,23
23,@nytimes,0.4927,0.0,0.849,0.151,"Colin Kaepernick has become one of the most influential athletes in the current sports landscape, all while rarely… https://t.co/OqiapL29VM",Tue Sep 04 21:26:06 +0000 2018,24
24,@nytimes,0.2263,0.0,0.808,0.192,Judge Brett Kavanaugh’s opening statement: full prepared remarks https://t.co/zw2UGND9Wq,Tue Sep 04 21:11:04 +0000 2018,25
25,@nytimes,0.0,0.0,1.0,0.0,RT @carlzimmer: Scientists are building bacteria to act as living medicine. Here’s my story on some recent advances in the field for @nytim…,Tue Sep 04 20:58:05 +0000 2018,26
26,@nytimes,0.4019,0.084,0.728,0.188,"RT @adamliptak: Sounds familiar, from Judge Kavanaugh: 
""A good judge must be an umpire—a neutral and impartial arbiter who favors no litig…",Tue Sep 04 20:49:20 +0000 2018,27
27,@nytimes,0.0,0.0,1.0,0.0,Judge Brett Kavanaugh has begun his opening statement. Follow along for live updates. https://t.co/nPR3LiQqNh,Tue Sep 04 20:44:59 +0000 2018,28
28,@nytimes,0.0,0.0,1.0,0.0,"RT @nytimesbooks: ""Small Fry"" will force readers to grapple with whether Jobs was not merely unmenschlike but a monster https://t.co/tLhY4O…",Tue Sep 04 20:38:06 +0000 2018,29
29,@nytimes,0.5984,0.0,0.837,0.163,"🎵💰💖 Young Sheck Wes and I’m gettin’ really rich, ching-ching. 
See how I caught it ‘cause I’m really with the ping… https://t.co/k3jTzzGovy",Tue Sep 04 20:28:04 +0000 2018,30
30,@nytimes,0.0,0.0,1.0,0.0,It is one of the last major Democratic congressional rivalries before the November elections. Here's what to look f… https://t.co/G1unQotdPx,Tue Sep 04 20:18:03 +0000 2018,31
31,@nytimes,0.2914,0.0,0.902,0.098,"Cher hasn't seen ""Mamma Mia! Here We Go Again."" But she doesn't remember ""doing anything memorable"" in it except si… https://t.co/Afq8X53mxf",Tue Sep 04 20:08:03 +0000 2018,32
32,@nytimes,-0.6249,0.254,0.746,0.0,"Syrian and Russian warplanes carried out dozens of airstrikes on Tuesday, apparently ignoring a warning from Presid… https://t.co/xkV0HKkHZP",Tue Sep 04 19:58:06 +0000 2018,33
33,@nytimes,0.0,0.0,1.0,0.0,"RT @NYTSports: In Roger Federer’s view, his performance had nothing to do with age and everything to do with the draining, still conditions…",Tue Sep 04 19:48:02 +0000 2018,34
34,@nytimes,-0.2732,0.108,0.837,0.054,"Worried about Trump's judgment, Gary Cohn took a letter from Trump's desk authorizing the withdrawal of the U.S. fr… https://t.co/ifCBJebNZi",Tue Sep 04 19:38:03 +0000 2018,35
35,@nytimes,0.0,0.0,1.0,0.0,"There, sitting on a shelf in a Florida thrift store, was a baseball glove that belonged to their son 40 years ago i… https://t.co/LczB4aW2WT",Tue Sep 04 19:28:05 +0000 2018,36
36,@nytimes,-0.5859,0.375,0.625,0.0,How Facebook became a key weapon in Libya's street battles https://t.co/ZgJEAcnrtb,Tue Sep 04 19:18:05 +0000 2018,37
37,@nytimes,0.3182,0.0,0.897,0.103,"RT @nytgraphics: Judge Kavanaugh’s confirmation would most likely shift the Supreme Court to the right, but President Trump's impact on the…",Tue Sep 04 19:08:02 +0000 2018,38
38,@nytimes,-0.5994,0.151,0.849,0.0,"RT @MWilsonNYT: Last year, I wrote about the death of a high school teacher in the Bronx who overdosed in a faculty restroom just after the…",Tue Sep 04 18:58:03 +0000 2018,39
39,@nytimes,0.2023,0.0,0.823,0.177,Amazon has a plan to reach 500 million potential users in India: speak their language https://t.co/a5BjlN1NPI,Tue Sep 04 18:48:02 +0000 2018,40
40,@nytimes,0.34,0.0,0.906,0.094,"The cost of security for Scott Pruitt, the former EPA chief, more than doubled in his first 11 months on the job, a… https://t.co/2kAhLGO30x",Tue Sep 04 18:38:02 +0000 2018,41
41,@nytimes,0.6908,0.057,0.694,0.249,"She and a friend spent 3 days exploring Las Vegas's pool culture. In that time, they would ""pay handsomely for the… https://t.co/X6YjHXK1g7",Tue Sep 04 18:28:06 +0000 2018,42
42,@nytimes,0.5574,0.0,0.847,0.153,RT @nytvideo: Confirmation hearings for Supreme Court nominees weren't always public – then a former member of the Ku Klux Klan was confirm…,Tue Sep 04 18:18:06 +0000 2018,43
43,@nytimes,0.0,0.0,1.0,0.0,"On Tuesday morning, Tropical Storm Gordon was approaching the Gulf Coast and expected to intensify into a hurricane… https://t.co/4edpID43Ja",Tue Sep 04 18:08:04 +0000 2018,44
44,@nytimes,-0.2732,0.1,0.9,0.0,RT @charlie_savage: Senator @amyklobuchar says Kavanaugh wrote that a president can disregard a law passed by Congress if he deemed it unco…,Tue Sep 04 17:59:37 +0000 2018,45
45,@nytimes,0.8807,0.0,0.662,0.338,"RT @UpshotNYT: Public health needs to do a better job at trumpeting its success. Too often, it seems to be the unsung hero. https://t.co/Pf…",Tue Sep 04 17:58:04 +0000 2018,46
46,@nytimes,0.34,0.0,0.888,0.112,"In Opinion

The editorial board endorses Gov. Andrew Cuomo over Cynthia Nixon in next week's primary, saying when C… https://t.co/l9MYflpao1",Tue Sep 04 17:46:26 +0000 2018,47
47,@nytimes,0.0,0.0,1.0,0.0,"RT @SherylNYT: Kavanaugh hearings are back in session. Senator Amy Klobuchar,  D-Minn.: “This isn’t normal. It’s an abdication of the role…",Tue Sep 04 17:38:11 +0000 2018,48
48,@nytimes,0.3612,0.0,0.889,0.111,"New York City has some of the country’s most segregated schools. The new chancellor says he’s eager to change that,… https://t.co/yDW2cFK4BX",Tue Sep 04 17:38:03 +0000 2018,49
49,@nytimes,-0.4404,0.162,0.838,0.0,Can you tell the difference between a real Facebook post and one designed to fool you? https://t.co/hmPgOf7vyV,Tue Sep 04 17:28:00 +0000 2018,50
50,@nytimes,0.1531,0.108,0.753,0.14,"Loud, clear and silent: How Colin Kaepernick controls the NFL protest discussion without actually speaking https://t.co/QQRSvQ7jcZ",Tue Sep 04 17:18:27 +0000 2018,51
51,@nytimes,-0.4019,0.124,0.876,0.0,"At least 87 elephant corpses were counted during aerial surveys. Their tusks were all hacked off, in a massacre sai… https://t.co/GCI9KO4HfU",Tue Sep 04 17:08:06 +0000 2018,52
52,@nytimes,-0.2846,0.12,0.88,0.0,"RT @monicadavey1: This is a shock to the city. There had been gossip that he might not run, but most Chicagoans assumed he would. (Oddly, o…",Tue Sep 04 16:59:15 +0000 2018,53
53,@nytimes,0.0,0.0,1.0,0.0,RT @MitchKSmith: Rahm Emanuel’s announcement that he won’t seek a third term as Chicago’s mayor comes a day before jury selection starts in…,Tue Sep 04 16:58:48 +0000 2018,54
54,@nytimes,0.0,0.0,1.0,0.0,"Rahm Emanuel, Chicago's mayor, will not be seeking re-election https://t.co/zBZljQBC7X",Tue Sep 04 16:57:51 +0000 2018,55
55,@nytimes,-0.296,0.145,0.855,0.0,Brett Kavanaugh's hearing has paused for a break. Here's what you've missed so far. https://t.co/czjZloHEGZ,Tue Sep 04 16:56:50 +0000 2018,56
56,@nytimes,0.7783,0.0,0.746,0.254,"RT @adamliptak: If Judge Kavanaugh is confirmed, Chief Justice Roberts would become the swing justice.  And he “would be the least swinging…",Tue Sep 04 16:53:16 +0000 2018,57
57,@nytimes,0.0,0.0,1.0,0.0,"Mount Everest trek operators, tour guides, helicopter evacuation companies and hospitals are conspiring to bilk ins… https://t.co/2DpKK1fR70",Tue Sep 04 16:48:06 +0000 2018,58
58,@nytimes,0.2732,0.0,0.909,0.091,Former Senator Jon Kyl will be named as John McCain's replacement in the Senate. He has committed to serving only u… https://t.co/Yrjk7KdEBS,Tue Sep 04 16:38:14 +0000 2018,59
59,@nytimes,-0.4449,0.14,0.86,0.0,It’s not just the Supreme Court that could move right. Republicans are carrying out a sweeping transformation of th… https://t.co/TVReVVull2,Tue Sep 04 16:30:00 +0000 2018,60
60,@nytimes,0.7964,0.0,0.728,0.272,One subtle but important reason for the Supreme Court’s potential shift to the right with Brett Kavanaugh: He is co… https://t.co/3qKStJcf8U,Tue Sep 04 16:26:27 +0000 2018,61
61,@nytimes,0.5574,0.0,0.859,0.141,"If Brett Kavanaugh is appointed to the Supreme Court and votes as his record suggests, the Court will move to the r… https://t.co/Lj2U4fcr4a",Tue Sep 04 16:22:10 +0000 2018,62
62,@nytimes,0.25,0.112,0.733,0.155,"Today is the start of Brett Kavanaugh’s Supreme Court confirmation hearings, marking another step in the fight over… https://t.co/zWXM9T195d",Tue Sep 04 16:18:04 +0000 2018,63
63,@nytimes,-0.8316,0.291,0.709,0.0,"The Taliban have confirmed the death of Jalaluddin Haqqani, an American ally from the Cold War who later turned his… https://t.co/7iTZ4xuS1R",Tue Sep 04 16:08:03 +0000 2018,64
64,@nytimes,0.1779,0.0,0.914,0.086,"Breaking News: Amazon just became the second American company with a $1 trillion valuation, after Apple. But its ro… https://t.co/6LANLe6rEB",Tue Sep 04 15:53:36 +0000 2018,65
65,@nytimes,0.0869,0.16,0.652,0.188,"Cher on Cher: ""I've never been a huge Cher fan"" https://t.co/Oj5s9muSfC",Tue Sep 04 15:48:06 +0000 2018,66
66,@nytimes,-0.5859,0.285,0.607,0.107,Alex Jones said being banned from YouTube and Facebook would strengthen him. He was wrong. https://t.co/2Vy00xXP7R,Tue Sep 04 15:38:06 +0000 2018,67
67,@nytimes,0.3182,0.0,0.909,0.091,"RT @NYTMetro: ""I'm my own person, very much my own person,"" Chirlane McCray said of her decision to make an endorsement for attorney genera…",Tue Sep 04 15:28:02 +0000 2018,68
68,@nytimes,0.5267,0.0,0.841,0.159,"In offering civil rights protections to a new set of groups, the Justice Department has lifted protections for othe… https://t.co/UbSprpMnps",Tue Sep 04 15:18:02 +0000 2018,69
69,@nytimes,0.1779,0.0,0.925,0.075,"RT @joecoscarelli: DIARY OF A SONG, EP. 2: “Mo Bamba” by Sheck Wes 
😈🏀😈🏀😈🏀😈

how a one-take freestyle uploaded to SoundCloud on a whim beco…",Tue Sep 04 15:08:01 +0000 2018,70
70,@nytimes,-0.1531,0.126,0.777,0.097,Tropical Storm Gordon is poised to become the first hurricane to threaten the continental U.S. this year  https://t.co/GDplfKkQLF,Tue Sep 04 14:58:02 +0000 2018,71
71,@nytimes,-0.9022,0.402,0.598,0.0,The head of USA Gymnastics was forced to resign. She was criticized for the way she handled the sexual abuse scanda… https://t.co/bLZo9Yr8tt,Tue Sep 04 14:48:03 +0000 2018,72
72,@nytimes,0.25,0.0,0.889,0.111,"RT @NYTSports: As tennis players get taller, the shorter players look for ways to take advantage. https://t.co/u8IqwFlyYe",Tue Sep 04 14:41:06 +0000 2018,73
73,@nytimes,0.0,0.0,1.0,0.0,"Alex Jones and other large-scale purveyors of inflammatory speech have been taking to private Facebook groups, wher… https://t.co/AXDBgrOcSQ",Tue Sep 04 14:28:01 +0000 2018,74
74,@nytimes,0.0,0.0,1.0,0.0,Brett Kavanaugh’s hearing before the Senate Judiciary Committee began with a bang. Watch live here: https://t.co/BeSoXkduvV,Tue Sep 04 14:24:33 +0000 2018,75
75,@nytimes,0.34,0.133,0.647,0.219,RT @adamliptak: I’ve covered five other Supreme Court confirmation hearings.  None of them included anything like the chaos in the opening…,Tue Sep 04 14:18:22 +0000 2018,76
76,@nytimes,0.0,0.0,1.0,0.0,"""Bears aren't idiots,"" said Vladimir Putin's press secretary. ""If they see Putin, they will behave properly."" https://t.co/dS9NFNPqgA",Tue Sep 04 14:18:04 +0000 2018,77
77,@nytimes,-0.2263,0.112,0.888,0.0,"The moment Brett Kavanaugh’s confirmation hearing opened, Democrats and protesters turned it into a verbal brawl  https://t.co/hIwtLyHU95",Tue Sep 04 14:10:49 +0000 2018,78
78,@nytimes,-0.0516,0.054,0.946,0.0,"RT @jdelreal: I traveled up to the California-Oregon border for my latest piece, where ecological strain on the Klamath River has stirred a…",Tue Sep 04 14:00:04 +0000 2018,79
79,@nytimes,-0.34,0.107,0.893,0.0,"Chinese news outlets and social media users were consumed by details of Richard Liu's arrest. His mug shot, taken b… https://t.co/kWHhxvvcPS",Tue Sep 04 13:45:07 +0000 2018,80
80,@nytimes,0.3818,0.0,0.86,0.14,"Randy Credico, a comedian and left-wing political activist, has an appointment on Friday. With Robert Mueller. Befo… https://t.co/xhP6suXwaU",Tue Sep 04 13:30:08 +0000 2018,81
81,@nytimes,-0.8904,0.394,0.527,0.079,"""Caning is a form of torture, and to inflict this brutal punishment publicly on two people for engaging in consensu… https://t.co/rfGPaI5X1w",Tue Sep 04 13:14:01 +0000 2018,82
82,@nytimes,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/7PYbGjzvwn https://t.co/XMCq4Rpty6,Tue Sep 04 13:00:19 +0000 2018,83
83,@nytimes,0.0,0.0,1.0,0.0,"""It's perfect."" A rap recorded by four virtual strangers in 20 minutes went from internet obscurity to Shaq's Insta… https://t.co/iJc3B44eo6",Tue Sep 04 12:51:20 +0000 2018,84
84,@nytimes,0.0,0.0,1.0,0.0,Judge Kavanaugh’s confirmation hearing comes amid deep partisan division between Republicans and Democrats. Here's… https://t.co/3XBUJhQdw3,Tue Sep 04 12:44:03 +0000 2018,85
85,@nytimes,0.0,0.0,1.0,0.0,"Nike’s decision to make new Kaepernick merchandise and to make him the face of a campaign could, if they are succes… https://t.co/de56AcaTUO",Tue Sep 04 12:40:10 +0000 2018,86
86,@nytimes,-0.34,0.107,0.893,0.0,"""I don't know, for some reason, I just struggled in the conditions tonight. It’s one of the first times it's happen… https://t.co/G4qwYhW0eR",Tue Sep 04 12:31:05 +0000 2018,87
87,@nytimes,-0.7579,0.277,0.723,0.0,"RT @cliffordlevy: A black restaurant owner in Harlem says he tried assisting a white patron in distress. 
Cops arrested him.
https://t.co/F…",Tue Sep 04 12:15:07 +0000 2018,88
88,@nytimes,-0.6597,0.241,0.759,0.0,"Your daily @DealBook Briefing:

• Tech's tensions with government may be a big problem.

• It's Nike vs. the NFL ov… https://t.co/wmPx0pgROs",Tue Sep 04 12:00:04 +0000 2018,89
89,@nytimes,-0.4939,0.144,0.856,0.0,"Thirteen years ago, the red-sequined heels from the ""Wizard of Oz"" were mysteriously stolen. Now they have been fou… https://t.co/ruidS8PxbQ",Tue Sep 04 11:51:04 +0000 2018,90
90,@nytimes,-0.4019,0.172,0.828,0.0,The discord between NBC News and Ronan Farrow went public on Monday night https://t.co/W0UOMn4tvM,Tue Sep 04 11:45:06 +0000 2018,91
91,@nytimes,0.4939,0.0,0.856,0.144,"Steve Bannon was dropped as a headliner at The New Yorker Festival on Monday evening after John Mulaney, Judd Apato… https://t.co/rhm8IeXJtN",Tue Sep 04 11:30:06 +0000 2018,92
92,@nytimes,0.6808,0.0,0.741,0.259,Thanks to ruthless discipline — and a project long in the making — the Republican Party is tilting federal benches… https://t.co/InTdywcSeH,Tue Sep 04 11:20:05 +0000 2018,93
93,@nytimes,-0.4515,0.156,0.844,0.0,Will an underdog upset a 10-term congressman? Which Republican will face Senator Elizabeth Warren in November? The… https://t.co/SFllHthsrL,Tue Sep 04 11:10:05 +0000 2018,94
94,@nytimes,0.0,0.0,1.0,0.0,Republicans will present Judge Kavanaugh to the nation as an advocate and mentor for women in the judiciary. Democr… https://t.co/HiRhFdOpRw,Tue Sep 04 11:00:12 +0000 2018,95
95,@nytimes,-0.315,0.199,0.695,0.106,"Rodrigo Duterte has ordered the arrest of Antonio Trillanes, one of his most prominent critics in the Philippine Se… https://t.co/Mq4QEWJTKs",Tue Sep 04 10:50:02 +0000 2018,96
96,@nytimes,0.5187,0.0,0.749,0.251,"Pakistan’s powerful military has quietly reached out to its archrival India about resuming peace talks, but the res… https://t.co/yPoNdCyTK0",Tue Sep 04 10:41:02 +0000 2018,97
97,@nytimes,0.4404,0.0,0.868,0.132,"Typhoon Jebi, the strongest storm to hit Japan in 25 years, made landfall on a southeastern island early Tuesday af… https://t.co/Fm8yeYhGF7",Tue Sep 04 10:30:05 +0000 2018,98
98,@nytimes,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/headeDdVhD https://t.co/1lP6h5q1UP,Tue Sep 04 10:15:06 +0000 2018,99
99,@nytimes,-0.2263,0.128,0.872,0.0,"“Every time I make a record, I forget everything I’ve learned about how to make a record"" https://t.co/bOQbaivGSL",Tue Sep 04 10:00:17 +0000 2018,100
